Respondent_ID,Survey_Date,Q1_Age_Group,Q2_Gender,Q3_City,City_Tier,Q4_Income_Band,Q5_Education,Q6_Occupation,Q7_Marital_Status,Q8_Skin_Type,Q9_Skin_Concerns,Q10_Skin_Tone,Q11_Medical_Conditions,Q12_Past_Skin_Failure,Q13_Outdoor_Hrs,Q14_AC_Exposure,Q15_Stress_Level,Q16_Sleep_Hours,Q17_Exercise_Freq,Q18_Food_Type,Q19_Spice_Level,Q20a_Confidence,Q20b_Trendsetter,Q20c_BrandLoyal,Q20d_HealthInvest,Q20e_ChemWorry,Q21_Shopping_Personality,Q22_Trust_Source,Q23_Ingredient_Literacy,Q24_Eco_Importance,Q25_Daily_Products,Q26_Products_Used,Q27_Formulation_Pref,Q28_Traditional_Wear,Q29_Saree_Colors,Q30_Current_Spend,Q31_WTP_Band,Q31_WTP_INR,Q32_Purchase_Channel,Q33_AI_Comfort,Q34_Existing_Subs,Q35_Discovery_Channels,Q36_Satisfaction,Q37_Intent,Q37_Intent_Binary,Age_Numeric,Income_Numeric,Psychographic_Score,Wellness_Index,Engagement_Score
RESP2687,2024-09-24,29-35,Female,Other Tier-2,Tier-2,20K-40K,Undergraduate,Self-Employed/Business,Divorced/Separated/Widowed,Oily,Acne/Pimples|Oiliness/Enlarged Pores,Dark,PCOS/PCOD,No-Lucky So Far,3-5 hrs,1-3 hrs,2.8,<5 hrs,3-4x/week,Vegetarian+Eggs,4.5,4.7,3.8,3.7,2.8,3.4,Loyal Buyer,Dermatologist/Skin Specialist,Know a few key ingredients,2.7,3-4 Products,Face Wash/Cleanser|Niacinamide Serum|Toner/Mist|Moisturiser/Day Cream|Sunscreen/SPF,Science-backed/Clinical,Festivals/Occasions Only,Pastels/Muted,Rs301-700,1000-1499,1250.0,Amazon/Flipkart|Brand Website D2C|Dont Buy Skincare,2.0,No-Open to It,Instagram/Reels|Friends/Family,3.3,Undecided,Not Interested,32,30000,3.77,2.4,2.7
RESP2688,2024-11-08,29-35,Female,Delhi/Ncr,Tier-1,20K-40K,Undergraduate,Salaried-Private,Single,Oily,Acne/Pimples,Dusky/Olive,None,Yes-Once or Twice,3-5 hrs,>7 hrs,2.2,7-8 hrs,Daily,Purely Vegetarian,3.1,2.6,1.6,3.9,3.8,3.3,Social Follower,Doctor/GP,Read but understand little,4.5,8+ Products,Toner/Mist|Sunscreen/SPF|Moisturiser/Day Cream|Face Wash/Cleanser|Niacinamide Serum|Sheet Mask/Clay Mask,Natural/Ayurvedic Only,Festivals/Occasions Only,Blue/Navy|Red/Maroon,Rs701-1200,Lt300,150.0,Supermarket|Social Commerce,1.0,No-Open to It,YouTube Reviews|Online Search/Blogs,1.4,Probably No,Not Interested,32,30000,2.67,3.6,2.07
RESP2689,2024-03-13,36-45,Female,Jaipur,Tier-2,Above 1.2L,Postgraduate,Self-Employed/Business,Married-With Children,Sensitive,Redness/Irritation,Dusky/Olive,PCOS/PCOD,No-Lucky So Far,1-2 hrs,1-3 hrs,2.6,7-8 hrs,1-2x/week,Purely Vegetarian,2.1,1.6,3.5,4.0,3.3,4.0,Social Follower,Social Media Influencer,Never read,4.6,5-7 Products,Vitamin C Serum|Retinol/Anti-aging Serum|Sunscreen/SPF|Under-eye Cream|Collagen/Biotin Supplements|Face Wash/Cleanser|Moisturiser/Day Cream|Hyaluronic Acid/Hydration,Mix of Both,Rarely/Never,Purple/Violet|White/Cream|Black/Charcoal,Rs1201-2500,1000-1499,1250.0,Local Pharmacy,3.7,No-Open to It,YouTube Reviews|Ads (App/TV),3.1,Definitely Yes,Interested,40,150000,2.8,2.8,3.37
RESP2690,2024-11-01,18-22,Male,Bengaluru,Tier-1,Below 20K,Doctoral/Professional,Salaried-Private,Married-No Children,Oily,Acne/Pimples,Wheatish/Medium,None,No-Lucky So Far,1-2 hrs,4-7 hrs,3.3,7-8 hrs,Daily,Purely Vegetarian,2.8,3.5,1.1,4.8,3.3,3.3,Loyal Buyer,Doctor/GP,Know a few key ingredients,3.5,None,Moisturiser/Day Cream|Ayurvedic/Herbal Products|Toner/Mist|Face Wash/Cleanser|Sunscreen/SPF|Niacinamide Serum,Natural/Ayurvedic Only,Few Times/Week,Dont Wear Ethnic,Rs301-700,300-599,450.0,Nykaa/Purplle/Tira|Supermarket|Social Commerce,2.5,No-Open to It,YouTube Reviews|Online Search/Blogs|Ads (App/TV),3.2,Undecided,Not Interested,20,15000,2.63,3.23,3.0
RESP2691,2024-11-23,29-35,Female,Delhi/Ncr,Tier-1,Above 1.2L,Undergraduate,Salaried-Government,Single,Combination,No Concern-Maintenance,Wheatish/Medium,Thyroid Disorder|Eczema/Psoriasis,No-Lucky So Far,3-5 hrs,1-3 hrs,3.6,7-8 hrs,3-4x/week,Vegetarian+Eggs,2.0,3.4,2.8,3.8,2.5,2.6,Deal Seeker,Close Friend/Family,Know a few key ingredients,4.0,3-4 Products,Toner/Mist|Moisturiser/Day Cream|Face Wash/Cleanser|Sunscreen/SPF|Vitamin C Serum|Collagen/Biotin Supplements|Under-eye Cream|Retinol/Anti-aging Serum,Natural/Ayurvedic Only,Few Times/Week,Yellow/Gold|Pastels/Muted|Red/Maroon,Above Rs2500,1500-2499,2000.0,Nykaa/Purplle/Tira|Local Pharmacy|Beauty Salon/Spa|Social Commerce,2.1,No-Prefer One-time,Instagram/Reels|YouTube Reviews,4.4,Probably Yes - Trial First,Interested,32,150000,2.9,2.8,3.0
RESP2692,2024-04-04,23-28,Male,Lucknow,Tier-2,20K-40K,Undergraduate,Self-Employed/Business,Married-With Children,Combination,Acne/Pimples|Dryness/Flakiness|Oiliness/Enlarged Pores,Dark,None,No-Lucky So Far,<1 hr,4-7 hrs,1.7,7-8 hrs,Never,Non-Veg Regular,2.4,3.7,3.3,3.1,3.4,2.2,Early Adopter,Social Media Influencer,Know a few key ingredients,2.2,5-7 Products,Toner/Mist|Niacinamide Serum|Sunscreen/SPF|Face Wash/Cleanser|Moisturiser/Day Cream,Science-backed/Clinical,Festivals/Occasions Only,Dont Wear Ethnic,Rs301-700,300-599,450.0,Brand Website D2C,3.3,Yes-One Sub,Instagram/Reels|YouTube Reviews|Dermatologist/Doctor|In-store Trial,2.4,Probably Yes - Trial First,Interested,25,30000,3.47,2.77,3.03
RESP2693,2024-07-30,18-22,Female,Ahmedabad,Tier-2,40K-75K,Postgraduate,Freelancer/Gig,Single,Oily,Acne/Pimples|Dark Spots/Pigmentation,Wheatish/Medium,None,No-Lucky So Far,>5 hrs,>7 hrs,3.1,5-6 hrs,Never,Non-Veg Occasional,2.4,4.1,2.5,2.7,4.5,4.0,Loyal Buyer,Close Friend/Family,Understand most ingredients,1.9,1-2 Products,Sunscreen/SPF|Niacinamide Serum|Moisturiser/Day Cream|Face Wash/Cleanser|Toner/Mist,Mix of Both,Rarely/Never,Red/Maroon|White/Cream|Blue/Navy,Rs1201-2500,600-999,800.0,Amazon/Flipkart|Local Pharmacy,3.3,No-Open to It,Instagram/Reels|YouTube Reviews|Dermatologist/Doctor|Online Search/Blogs,3.1,Definitely Yes,Interested,20,57000,3.7,1.97,3.63
RESP2694,2024-05-26,23-28,Female,Indore,Tier-2,Above 1.2L,Undergraduate,Salaried-Private,Married-With Children,Oily,Oiliness/Enlarged Pores|Redness/Irritation,Very Fair,None,No-Lucky So Far,<1 hr,1-3 hrs,2.6,>8 hrs,3-4x/week,Purely Vegetarian,1.5,3.8,5.0,3.1,4.5,3.5,Social Follower,Close Friend/Family,Read but understand little,3.0,5-7 Products,Toner/Mist|Collagen/Biotin Supplements|Vitamin C Serum|Ayurvedic/Herbal Products|Sunscreen/SPF|Face Wash/Cleanser|Retinol/Anti-aging Serum|Moisturiser/Day Cream,No Preference,Daily,Black/Charcoal|Blue/Navy|Pink/Rose,Above Rs2500,1500-2499,2000.0,Amazon/Flipkart|Supermarket,2.1,Yes-Multiple Subs,Instagram/Reels|Ads (App/TV),3.0,Probably Yes - Trial First,Interested,25,150000,4.43,3.47,3.2
RESP2695,2024-04-05,18-22,Female,Hyderabad,Tier-1,75K-1.2L,Postgraduate,Salaried-Private,Single,Combination,Dark Spots/Pigmentation|Dullness/Uneven Tone|Oiliness/Enlarged Pores,Dusky/Olive,Chronic Acne (Diagnosed),No-Avoid New Products,<1 hr,1-3 hrs,2.5,7-8 hrs,Never,Vegetarian+Eggs,4.6,2.4,2.3,4.5,3.9,2.5,Loyal Buyer,Doctor/GP,Know a few key ingredients,1.9,1-2 Products,Niacinamide Serum|Toner/Mist|Sunscreen/SPF|Face Wash/Cleanser|Under-eye Cream|Vitamin C Serum|Moisturiser/Day Cream,Natural/Ayurvedic Only,Festivals/Occasions Only,White/Cream|Yellow/Gold|Purple/Violet,Rs1201-2500,1000-1499,1250.0,Social Commerce,4.1,No-Open to It,YouTube Reviews|Dermatologist/Doctor,2.0,Probably Yes - Trial First,Interested,20,97000,2.87,2.5,3.33
RESP2696,2024-04-28,18-22,Non-Binary,Pune,Tier-2,40K-75K,Undergraduate,Salaried-Private,Divorced/Separated/Widowed,Normal,Acne/Pimples,Fair,Chronic Acne (Diagnosed),Yes-Multiple Times,1-2 hrs,4-7 hrs,3.2,7-8 hrs,1-2x/week,Purely Vegetarian,3.4,3.7,2.2,2.0,3.4,3.9,Research-First,Social Media Influencer,Know a few key ingredients,3.4,1-2 Products,Ayurvedic/Herbal Products|Face Wash/Cleanser|Sunscreen/SPF|Moisturiser/Day Cream,Science-backed/Clinical,Festivals/Occasions Only,Red/Maroon,Rs1-300,1000-1499,1250.0,Local Pharmacy,3.8,No-Open to It,Instagram/Reels|YouTube Reviews|Online Search/Blogs,2.9,Undecided,Not Interested,20,57000,3.1,2.6,3.37
RESP2697,2024-10-13,18-22,Male,Chennai,Tier-1,75K-1.2L,Postgraduate,Freelancer/Gig,Single,Combination,No Concern-Maintenance,Dusky/Olive,None,No-Avoid New Products,<1 hr,1-3 hrs,2.6,>8 hrs,Never,Non-Veg Regular,2.6,4.2,3.0,2.5,4.0,2.6,Research-First,Social Media Influencer,Read but understand little,2.4,3-4 Products,Face Wash/Cleanser|Moisturiser/Day Cream|Under-eye Cream|Toner/Mist|Vitamin C Serum|Niacinamide Serum|Sheet Mask/Clay Mask|Sunscreen/SPF,Mix of Both,Festivals/Occasions Only,Dont Wear Ethnic,Above Rs2500,1500-2499,2000.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Brand Website D2C,4.9,No-Open to It,Dermatologist/Doctor,1.8,Definitely Yes,Interested,20,97000,3.73,2.8,3.57
RESP2698,2024-01-22,46+,Male,Rural/Small Town,Tier-3,40K-75K,Postgraduate,Freelancer/Gig,Single,Combination,Dullness/Uneven Tone,Dusky/Olive,None,Yes-Multiple Times,1-2 hrs,4-7 hrs,4.3,>8 hrs,1-2x/week,Vegetarian+Eggs,3.4,2.7,2.0,3.0,3.1,3.0,Social Follower,Social Media Influencer,Expert - research every ingredient,3.3,8+ Products,Niacinamide Serum|Moisturiser/Day Cream|Ayurvedic/Herbal Products|Face Wash/Cleanser|Toner/Mist|Sunscreen/SPF,Mix of Both,Festivals/Occasions Only,Dont Wear Ethnic,Rs301-700,600-999,800.0,Beauty Salon/Spa|Social Commerce,2.4,No-Prefer One-time,Friends/Family,3.7,Undecided,Not Interested,52,57000,2.6,2.57,3.07
RESP2699,2024-04-30,29-35,Female,Bengaluru,Tier-1,20K-40K,Postgraduate,Student,Single,Dry,Dark Spots/Pigmentation|Fine Lines/Aging,Dark,Rosacea,Yes-Multiple Times,1-2 hrs,Rarely/Never,4.2,7-8 hrs,3-4x/week,Vegan,2.4,3.7,1.4,2.5,3.4,2.4,Deal Seeker,Doctor/GP,Understand most ingredients,2.9,8+ Products,Sheet Mask/Clay Mask|Sunscreen/SPF|Hyaluronic Acid/Hydration|Night Cream/Overnight Mask|Moisturiser/Day Cream|Face Wash/Cleanser,Mix of Both,Festivals/Occasions Only,Green/Teal|Orange/Saffron|Black/Charcoal,Rs301-700,Lt300,150.0,Local Pharmacy|Supermarket,3.1,Yes-One Sub,Instagram/Reels|Dermatologist/Doctor|Influencer Reco,3.4,Undecided,Not Interested,32,30000,2.83,2.6,3.3
RESP2700,2024-03-16,46+,Male,Bengaluru,Tier-1,Prefer Not to Say,Postgraduate,Student,Divorced/Separated/Widowed,Oily,Acne/Pimples|No Concern-Maintenance,Dusky/Olive,Rosacea,No-Lucky So Far,3-5 hrs,4-7 hrs,4.2,5-6 hrs,1-2x/week,Vegetarian+Eggs,1.0,2.9,1.7,2.8,3.0,3.5,Deal Seeker,Social Media Influencer,Never read,3.7,8+ Products,Moisturiser/Day Cream|Sheet Mask/Clay Mask|Sunscreen/SPF|Face Wash/Cleanser|Ayurvedic/Herbal Products|Niacinamide Serum|Toner/Mist,Mix of Both,Festivals/Occasions Only,Dont Wear Ethnic,Rs1201-2500,Lt300,150.0,Nykaa/Purplle/Tira|Social Commerce,3.1,No-Open to It,YouTube Reviews|Friends/Family|Online Search/Blogs|Ads (App/TV),3.2,Probably Yes - Trial First,Interested,52,45000,2.53,1.93,3.1
RESP2701,2024-03-23,23-28,Male,Hyderabad,Tier-1,75K-1.2L,Undergraduate,Salaried-Private,Married-With Children,Oily,Dullness/Uneven Tone|Dryness/Flakiness|Oiliness/Enlarged Pores,Fair,Chronic Acne (Diagnosed),Yes-Once or Twice,>5 hrs,4-7 hrs,2.7,>8 hrs,Never,Non-Veg Regular,5.0,5.0,3.6,4.8,4.3,2.0,Research-First,Self Research Only,Understand most ingredients,3.4,8+ Products,Sunscreen/SPF|Toner/Mist|Vitamin C Serum|Niacinamide Serum|Face Wash/Cleanser|Under-eye Cream|Moisturiser/Day Cream,Mix of Both,Rarely/Never,Dont Wear Ethnic,Rs301-700,2500plus,3000.0,Amazon/Flipkart|Local Pharmacy|Supermarket,2.6,Yes-Multiple Subs,Instagram/Reels|YouTube Reviews|Friends/Family,2.4,Definitely Yes,Interested,25,97000,4.3,2.77,3.1
RESP2702,2024-12-22,23-28,Female,Ahmedabad,Tier-2,75K-1.2L,Postgraduate,Student,Married-With Children,Dry,Dark Spots/Pigmentation|Dark Circles/Puffy Eyes|Redness/Irritation,Wheatish/Medium,Chronic Acne (Diagnosed),Yes-Once or Twice,3-5 hrs,Rarely/Never,2.2,7-8 hrs,1-2x/week,Purely Vegetarian,3.4,2.2,2.5,2.9,4.2,2.7,Research-First,Social Media Influencer,Know a few key ingredients,2.7,1-2 Products,Face Wash/Cleanser|Sunscreen/SPF|Hyaluronic Acid/Hydration|Night Cream/Overnight Mask|Moisturiser/Day Cream|Vitamin C Serum|Under-eye Cream|Sheet Mask/Clay Mask,Science-backed/Clinical,Few Times/Week,White/Cream,Rs1201-2500,1500-2499,2000.0,Brand Website D2C|Local Pharmacy|Supermarket|Social Commerce,3.3,No-Open to It,Dermatologist/Doctor,4.0,Definitely Yes,Interested,25,97000,2.97,2.93,3.83
RESP2703,2024-03-06,29-35,Male,Bengaluru,Tier-1,40K-75K,Postgraduate,Salaried-Private,Married-No Children,Oily,Acne/Pimples|Oiliness/Enlarged Pores,Dusky/Olive,None,Yes-Once or Twice,<1 hr,4-7 hrs,3.2,7-8 hrs,1-2x/week,Purely Vegetarian,2.7,4.4,4.5,3.6,3.6,2.3,Loyal Buyer,Close Friend/Family,Know a few key ingredients,1.9,5-7 Products,Sunscreen/SPF|Niacinamide Serum|Face Wash/Cleanser|Toner/Mist|Moisturiser/Day Cream,Mix of Both,Festivals/Occasions Only,Dont Wear Ethnic,Rs301-700,1500-2499,2000.0,Amazon/Flipkart|Brand Website D2C|Supermarket,3.4,No-Open to It,Instagram/Reels|Online Search/Blogs|Influencer Reco,2.0,Probably Yes - Trial First,Interested,32,57000,4.17,2.6,3.0
RESP2704,2024-09-16,23-28,Male,Other Tier-2,Tier-2,Below 20K,Undergraduate,Student,Married-No Children,Oily,Dullness/Uneven Tone,Wheatish/Medium,Thyroid Disorder|Eczema/Psoriasis,Yes-Once or Twice,>5 hrs,4-7 hrs,3.0,7-8 hrs,Never,Purely Vegetarian,1.5,1.9,2.4,1.7,5.0,3.3,Reluctant Buyer,Brand Itself,Expert - research every ingredient,3.2,1-2 Products,Niacinamide Serum|Toner/Mist|Sunscreen/SPF|Moisturiser/Day Cream|Face Wash/Cleanser,No Preference,Festivals/Occasions Only,Dont Wear Ethnic,Rs301-700,1500-2499,2000.0,Amazon/Flipkart|Local Pharmacy,3.4,No-Open to It,Instagram/Reels|Dermatologist/Doctor,2.9,Probably Yes - Trial First,Interested,25,15000,3.1,2.33,3.77
RESP2705,2024-06-06,18-22,Male,Bengaluru,Tier-1,Below 20K,Undergraduate,Self-Employed/Business,Single,Dry,Dryness/Flakiness|Redness/Irritation,Very Dark,PCOS/PCOD,Yes-Multiple Times,1-2 hrs,1-3 hrs,2.6,7-8 hrs,3-4x/week,Non-Veg Occasional,1.9,5.0,3.5,2.2,3.9,3.4,Reluctant Buyer,Social Media Influencer,Know a few key ingredients,1.5,5-7 Products,Face Wash/Cleanser|Hyaluronic Acid/Hydration|Ayurvedic/Herbal Products|Night Cream/Overnight Mask|Moisturiser/Day Cream|Sunscreen/SPF,Mix of Both,Daily,Dont Wear Ethnic,Rs1201-2500,1000-1499,1250.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Brand Website D2C,2.6,Yes-Multiple Subs,In-store Trial,2.0,Probably Yes - Trial First,Interested,20,15000,4.13,3.13,2.83
RESP2706,2024-05-30,29-35,Male,Other Tier-2,Tier-2,40K-75K,High School or Below,Freelancer/Gig,Married-No Children,Dry,Fine Lines/Aging|Redness/Irritation,Dusky/Olive,Eczema/Psoriasis,Yes-Multiple Times,1-2 hrs,1-3 hrs,2.0,>8 hrs,3-4x/week,Purely Vegetarian,4.7,2.4,3.3,4.0,3.9,1.9,Loyal Buyer,Self Research Only,Understand most ingredients,4.2,3-4 Products,Sunscreen/SPF|Moisturiser/Day Cream|Hyaluronic Acid/Hydration|Face Wash/Cleanser|Night Cream/Overnight Mask,Mix of Both,Few Times/Week,Dont Wear Ethnic,Rs1201-2500,1000-1499,1250.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Brand Website D2C,2.7,No-Prefer One-time,YouTube Reviews|In-store Trial,2.8,Probably Yes - Trial First,Interested,32,57000,3.2,3.67,3.13
RESP2707,2024-10-03,23-28,Female,Mumbai,Tier-1,75K-1.2L,Undergraduate,Retired,Single,Oily,Oiliness/Enlarged Pores,Very Fair,Known Skin Allergies|Thyroid Disorder,Yes-Once or Twice,1-2 hrs,4-7 hrs,3.1,7-8 hrs,Never,Vegetarian+Eggs,4.6,3.6,2.3,4.7,3.8,3.4,Loyal Buyer,Social Media Influencer,Expert - research every ingredient,3.6,1-2 Products,Face Wash/Cleanser|Sunscreen/SPF|Toner/Mist|Sheet Mask/Clay Mask|Niacinamide Serum|Vitamin C Serum|Moisturiser/Day Cream|Under-eye Cream,Science-backed/Clinical,Festivals/Occasions Only,Black/Charcoal,Rs701-1200,1500-2499,2000.0,Nykaa/Purplle/Tira|Amazon/Flipkart|Brand Website D2C,2.3,No-Prefer One-time,YouTube Reviews|Friends/Family,3.9,Definitely Yes,Interested,25,97000,3.23,2.3,3.33
RESP2708,2024-11-20,29-35,Female,Lucknow,Tier-2,40K-75K,Undergraduate,Salaried-Private,Divorced/Separated/Widowed,Combination,Oiliness/Enlarged Pores|Sun Damage/Tanning,Dark,None,No-Lucky So Far,1-2 hrs,Rarely/Never,2.7,7-8 hrs,1-2x/week,Non-Veg Regular,3.9,1.9,1.9,3.4,2.6,1.5,Deal Seeker,Social Media Influencer,Read but understand little,3.9,3-4 Products,Niacinamide Serum|Moisturiser/Day Cream|Face Wash/Cleanser|Ayurvedic/Herbal Products|Toner/Mist|Sunscreen/SPF,Mix of Both,Rarely/Never,Green/Teal|Pastels/Muted|White/Cream,Rs1-300,600-999,800.0,Nykaa/Purplle/Tira|Supermarket,2.1,No-Open to It,Instagram/Reels|YouTube Reviews|Friends/Family,3.3,Undecided,Not Interested,32,57000,2.13,2.77,2.67
RESP2709,2024-01-07,29-35,Non-Binary,Other Tier-2,Tier-2,Above 1.2L,Postgraduate,Salaried-Government,Married-With Children,Combination,Dryness/Flakiness|Oiliness/Enlarged Pores|Sun Damage/Tanning,Fair,Diabetes,No-Lucky So Far,>5 hrs,>7 hrs,3.7,7-8 hrs,1-2x/week,Purely Vegetarian,2.2,2.2,1.1,2.9,2.9,5.0,Loyal Buyer,Social Media Influencer,Never read,2.2,3-4 Products,Under-eye Cream|Face Wash/Cleanser|Toner/Mist|Vitamin C Serum|Retinol/Anti-aging Serum|Sunscreen/SPF|Collagen/Biotin Supplements|Niacinamide Serum,Mix of Both,Few Times/Week,Yellow/Gold,Above Rs2500,Would Not Subscribe,0.0,Amazon/Flipkart,2.8,No-Open to It,Online Search/Blogs,2.2,Probably Yes - Trial First,Interested,32,150000,2.07,2.43,2.63
RESP2710,2024-03-16,18-22,Female,Delhi/Ncr,Tier-1,Below 20K,Undergraduate,Homemaker,Married-No Children,Oily,Acne/Pimples|Oiliness/Enlarged Pores|Redness/Irritation,Fair,Eczema/Psoriasis,Yes-Once or Twice,1-2 hrs,4-7 hrs,3.7,7-8 hrs,1-2x/week,Purely Vegetarian,4.6,4.2,3.4,3.6,3.6,2.5,Deal Seeker,Dermatologist/Skin Specialist,Know a few key ingredients,3.4,5-7 Products,Toner/Mist|Face Wash/Cleanser|Sunscreen/SPF|Niacinamide Serum|Moisturiser/Day Cream,Mix of Both,Few Times/Week,Pink/Rose|Red/Maroon|Blue/Navy,Rs301-700,300-599,450.0,Nykaa/Purplle/Tira|Amazon/Flipkart,4.4,No-Open to It,YouTube Reviews|Friends/Family,2.5,Definitely Yes,Interested,20,15000,3.73,2.43,3.5
RESP2711,2024-04-14,18-22,Male,Rural/Small Town,Tier-3,40K-75K,Postgraduate,Student,Single,Sensitive,Fine Lines/Aging,Dusky/Olive,None,No-Avoid New Products,3-5 hrs,Rarely/Never,4.1,7-8 hrs,3-4x/week,Non-Veg Regular,3.6,4.3,4.0,1.0,3.6,4.0,Loyal Buyer,Close Friend/Family,Understand most ingredients,2.5,3-4 Products,Ayurvedic/Herbal Products|Face Wash/Cleanser|Hyaluronic Acid/Hydration|Moisturiser/Day Cream|Sunscreen/SPF,Mix of Both,Festivals/Occasions Only,Dont Wear Ethnic,Rs1-300,600-999,800.0,Nykaa/Purplle/Tira|Amazon/Flipkart,4.9,No-Prefer One-time,Instagram/Reels|Friends/Family,2.6,Definitely Yes,Interested,20,57000,3.97,2.63,3.7
RESP2712,2024-07-21,36-45,Male,Pune,Tier-2,20K-40K,Undergraduate,Self-Employed/Business,Married-With Children,Oily,Dark Spots/Pigmentation,Dark,Known Skin Allergies|Thyroid Disorder,Yes-Once or Twice,1-2 hrs,>7 hrs,2.0,>8 hrs,1-2x/week,Vegetarian+Eggs,3.8,3.6,1.2,3.4,4.1,3.2,Early Adopter,Dermatologist/Skin Specialist,Understand most ingredients,3.2,5-7 Products,Toner/Mist|Niacinamide Serum|Ayurvedic/Herbal Products|Face Wash/Cleanser|Moisturiser/Day Cream|Sunscreen/SPF,Natural/Ayurvedic Only,Festivals/Occasions Only,Dont Wear Ethnic,Rs301-700,300-599,450.0,Beauty Salon/Spa,4.2,No-Prefer One-time,Instagram/Reels|Dermatologist/Doctor,2.2,Definitely Yes,Interested,40,30000,2.97,3.33,3.5
RESP2713,2024-02-15,23-28,Male,Other Tier-2,Tier-2,40K-75K,Undergraduate,Salaried-Private,Single,Normal,No Concern-Maintenance,Wheatish/Medium,None,Yes-Multiple Times,3-5 hrs,1-3 hrs,3.5,5-6 hrs,1-2x/week,Non-Veg Regular,3.6,4.1,2.4,2.3,3.1,3.2,Research-First,Close Friend/Family,Understand most ingredients,2.2,3-4 Products,Face Wash/Cleanser|Moisturiser/Day Cream|Sunscreen/SPF,Mix of Both,Daily,Dont Wear Ethnic,Rs0,1500-2499,2000.0,Nykaa/Purplle/Tira|Local Pharmacy,2.4,Yes-One Sub,Instagram/Reels|Friends/Family|Online Search/Blogs,3.1,Definitely Yes,Interested,25,57000,3.2,2.17,2.87
RESP2714,2024-07-24,18-22,Prefer Not To Say,Lucknow,Tier-2,Below 20K,Undergraduate,Salaried-Private,Single,Oily,Dark Spots/Pigmentation|Oiliness/Enlarged Pores,Wheatish/Medium,None,No-Avoid New Products,3-5 hrs,4-7 hrs,2.4,<5 hrs,3-4x/week,Vegetarian+Eggs,1.8,4.3,2.1,3.9,3.7,1.8,Reluctant Buyer,Social Media Influencer,Know a few key ingredients,3.0,5-7 Products,Face Wash/Cleanser|Niacinamide Serum|Sheet Mask/Clay Mask|Moisturiser/Day Cream|Sunscreen/SPF|Toner/Mist,Science-backed/Clinical,Rarely/Never,Green/Teal|Black/Charcoal,Rs0,300-599,450.0,Supermarket,3.3,No-Prefer One-time,YouTube Reviews|Dermatologist/Doctor,4.6,Probably Yes - Trial First,Interested,20,15000,3.37,2.53,3.87
RESP2715,2024-10-21,46+,Female,Hyderabad,Tier-1,Prefer Not to Say,Undergraduate,Salaried-Private,Single,Normal,Fine Lines/Aging|Redness/Irritation|No Concern-Maintenance,Wheatish/Medium,Known Skin Allergies,Yes-Once or Twice,1-2 hrs,1-3 hrs,2.0,7-8 hrs,Never,Vegetarian+Eggs,2.1,2.8,3.4,1.2,3.7,3.8,Early Adopter,Close Friend/Family,Understand most ingredients,1.9,5-7 Products,Sunscreen/SPF|Moisturiser/Day Cream|Sheet Mask/Clay Mask|Face Wash/Cleanser,Natural/Ayurvedic Only,Few Times/Week,Purple/Violet|Yellow/Gold|Green/Teal,Rs701-1200,Lt300,150.0,Nykaa/Purplle/Tira|Social Commerce,1.0,Yes-One Sub,YouTube Reviews|Friends/Family|Ads (App/TV),2.5,Probably No,Not Interested,52,45000,3.3,2.67,2.4
RESP2716,2024-07-13,18-22,Female,Delhi/Ncr,Tier-1,20K-40K,Undergraduate,Student,Married-No Children,Oily,Dullness/Uneven Tone|Oiliness/Enlarged Pores|Fine Lines/Aging,Wheatish/Medium,PCOS/PCOD|Chronic Acne (Diagnosed),No-Avoid New Products,3-5 hrs,4-7 hrs,2.7,7-8 hrs,3-4x/week,Purely Vegetarian,2.7,2.1,2.5,2.6,3.7,3.0,Research-First,Dermatologist/Skin Specialist,Understand most ingredients,3.0,None,Niacinamide Serum|Toner/Mist|Ayurvedic/Herbal Products|Sunscreen/SPF|Face Wash/Cleanser|Moisturiser/Day Cream,Mix of Both,Daily,Yellow/Gold|Pastels/Muted,Rs301-700,600-999,800.0,Nykaa/Purplle/Tira,2.7,No-Open to It,Instagram/Reels|YouTube Reviews|Dermatologist/Doctor,4.4,Probably Yes - Trial First,Interested,20,30000,2.77,3.1,3.6
RESP2717,2024-11-18,29-35,Female,Hyderabad,Tier-1,Above 1.2L,Undergraduate,Self-Employed/Business,Married-With Children,Combination,Dullness/Uneven Tone,Wheatish/Medium,PCOS/PCOD,Yes-Once or Twice,3-5 hrs,4-7 hrs,4.1,5-6 hrs,1-2x/week,Non-Veg Regular,3.8,3.4,4.1,3.2,3.6,3.5,Loyal Buyer,Doctor/GP,Know a few key ingredients,1.6,1-2 Products,Collagen/Biotin Supplements|Sunscreen/SPF|Face Wash/Cleanser|Sheet Mask/Clay Mask|Vitamin C Serum|Retinol/Anti-aging Serum|Moisturiser/Day Cream|Niacinamide Serum,Natural/Ayurvedic Only,Festivals/Occasions Only,Pastels/Muted|Orange/Saffron|Red/Maroon,Rs701-1200,2500plus,3000.0,Nykaa/Purplle/Tira,2.5,No-Open to It,Instagram/Reels|YouTube Reviews|In-store Trial,2.9,Probably Yes - Trial First,Interested,32,150000,3.7,1.97,3.0
